GeneSymbol,Subcellular_location
PPARGC1B,Nucleus
IQUB,Cytoplasm
OR5AR1,Cell membrane
RASA4B,Cytoplasm
KCND3,Cell membrane
ACTR10,Cytoplasm
CCDC59,Nucleus
TRADD,Nucleus
TIRAP,Cytoplasm
IKZF5,Nucleus
REC8,Nucleus
ATE1,Cytoplasm
TRIM27,Nucleus
VTCN1,Cell membrane
RASSF7,Cytoplasm
MXRA8,Cell membrane
ZKSCAN8,Nucleus
AFF3,Nucleus
RBFOX2,Nucleus
CEP76,Cytoplasm
CRX,Nucleus
MRAS,Cell membrane
B9D2,Cytoplasm
FBXO38,Cytoplasm
SKA3,Cytoplasm
ESR1,Nucleus
NFAT5,Nucleus
DOK7,Cell membrane
TJP1,Cell membrane
ZNF345,Nucleus
SRPK1,Cytoplasm
GUCY1B1,Cytoplasm
RNF135,Cytoplasm
GALR1,Cell membrane
DYNLRB1,Cytoplasm
MEIOC,Cytoplasm
OR6X1,Cell membrane
TBC1D31,Cytoplasm
UBE2T,Nucleus
PHF23,Nucleus
RASA1,Cytoplasm
ZIC2,Nucleus
TBC1D32,Cytoplasm
GFRA1,Cell membrane
POLA2,Nucleus
CDK10,Cytoplasm
ZNF471,Nucleus
ALG10B,Cell membrane
HAND1,Nucleus
AKT3,Nucleus
KMT5B,Nucleus
PLSCR2,Nucleus
EREG,Cell membrane
CEP85L,Cytoplasm
DDIT4L,Cytoplasm
ELAVL4,Cytoplasm
GUCY1A1,Cytoplasm
ANKRA2,Cytoplasm
ZBTB43,Nucleus
IL10RA,Cell membrane
INCA1,Nucleus
GRIN3B,Cell membrane
LRRC15,Cell membrane
SRF,Nucleus
MCHR2,Cell membrane
HAT1,Cytoplasm
H3-3A,Nucleus
OR1E2,Cell membrane
SAMSN1,Nucleus
SPRY2,Cytoplasm
PHAF1,Cytoplasm
BMPR1A,Cell membrane
IP6K2,Nucleus
OR14A16,Cell membrane
ZNF425,Nucleus
WDR5,Nucleus
HYCC1,Cytoplasm
ATP6V0A2,Cell membrane
TIMD4,Cell membrane
SCIMP,Cell membrane
ZNF234,Nucleus
SIK1,Cytoplasm
CA7,Cytoplasm
BRCC3,Nucleus
STRA6,Cell membrane
OR5H1,Cell membrane
SLC22A3,Cell membrane
DYNLL1,Cytoplasm
NEURL4,Cytoplasm
RRM2B,Cytoplasm
FBXL15,Cytoplasm
RPL32,Cytoplasm
EXOSC8,Cytoplasm
HLA-DPB1,Cell membrane
MECR,Cytoplasm
FHL3,Nucleus
ADCY9,Cell membrane
PPFIA3,Cytoplasm
ZNF679,Nucleus
CENPH,Nucleus
SLC22A6,Cell membrane
NSA2,Nucleus
POU3F2,Nucleus
DBF4B,Nucleus
NOS3,Cell membrane
H1-0,Nucleus
ARMS2,Cytoplasm
RGPD6,Cytoplasm
TPM3,Cytoplasm
HNRNPA0,Nucleus
TRAF3IP1,Cytoplasm
WAPL,Nucleus
MSI2,Cytoplasm
RAI14,Cytoplasm
RP1,Cytoplasm
PTPRN,Nucleus
OR52M1,Cell membrane
CDKL2,Cytoplasm
EIF4E,Cytoplasm
PPP3CB,Cytoplasm
TENT4B,Nucleus
OR6C76,Cell membrane
SMARCE1,Nucleus
TBC1D15,Cytoplasm
TUBB2A,Cytoplasm
SYNDIG1,Cell membrane
PROKR1,Cell membrane
JARID2,Nucleus
ALYREF,Nucleus
SREBF1,Nucleus
TOX,Nucleus
SLC26A11,Cell membrane
RYBP,Nucleus
PAGR1,Nucleus
ZNHIT3,Cytoplasm
SCN4A,Cell membrane
BRWD1,Cytoplasm
DLX2,Nucleus
NUP160,Nucleus
LUZP1,Cytoplasm
FOXJ2,Nucleus
PPP2R5C,Nucleus
EPB41L3,Cytoplasm
SLC39A4,Cell membrane
TLR5,Cell membrane
SOX7,Nucleus
PPIAL4G,Cytoplasm
KIF3B,Cytoplasm
PFN1,Cytoplasm
CALCRL,Cell membrane
DTL,Nucleus
TTC5,Nucleus
ELOA,Nucleus
GRIK3,Cell membrane
HSF2BP,Cytoplasm
RBP5,Cytoplasm
CSNK1A1L,Cytoplasm
SH2D4A,Cytoplasm
STXBP1,Cytoplasm
GNL3L,Nucleus
LPIN3,Nucleus
VRK2,Cytoplasm
UNG,Nucleus
NKX6-1,Nucleus
L1CAM,Cell membrane
ACP3,Cell membrane
H3C1,Nucleus
BANF2,Nucleus
FAM32A,Nucleus
POLR2J,Nucleus
ACAT2,Cytoplasm
CNTN4,Cell membrane
CHMP4C,Cytoplasm
NSD1,Nucleus
CEACAM7,Cell membrane
RPL10L,Cytoplasm
DOCK8,Cytoplasm
RSPH14,Cytoplasm
LIMCH1,Cytoplasm
DNAJC9,Nucleus
CNNM3,Cell membrane
ITCH,Cell membrane
UNC5B,Cell membrane
OR5H14,Cell membrane
STRN,Cytoplasm
TBX20,Nucleus
GTF2IRD2B,Nucleus
OR5B21,Cell membrane
OR1I1,Cell membrane
IFITM3,Cell membrane
KCNV2,Cell membrane
SCTR,Cell membrane
PRKCH,Cytoplasm
SH2D1A,Cytoplasm
LECT2,Cytoplasm
RASL11A,Nucleus
PITPNM1,Cytoplasm
SNCA,Cytoplasm
NHLH2,Nucleus
RNF168,Nucleus
RCC2,Nucleus
FRMD4A,Cytoplasm
ZNF212,Nucleus
OR6N2,Cell membrane
RMND5A,Nucleus
NLE1,Nucleus
RFC1,Nucleus
RPL8,Cytoplasm
ZNF544,Nucleus
GALM,Cytoplasm
SNRPD2,Cytoplasm
HLA-DQA1,Cell membrane
WDR90,Cytoplasm
ANTXR1,Cell membrane
TTC17,Cytoplasm
SARM1,Cytoplasm
BLM,Nucleus
ZNF341,Nucleus
ENTPD8,Cell membrane
GJA10,Cell membrane
TRPM6,Cell membrane
CDH6,Cell membrane
IGFN1,Nucleus
FCRL5,Cell membrane
RPL5,Cytoplasm
ZBTB20,Nucleus
CCR10,Cell membrane
KCTD6,Cytoplasm
CENPC,Nucleus
HOPX,Nucleus
PDLIM2,Nucleus
ADK,Cytoplasm
AACS,Cytoplasm
HIP1,Cytoplasm
TP53,Cytoplasm
PIP5K1A,Cell membrane
SF3B3,Nucleus
ZBTB17,Nucleus
AHNAK2,Nucleus
MYBPHL,Cytoplasm
GTF2A1,Nucleus
OTUD4,Cytoplasm
CNOT4,Cytoplasm
FAAP24,Nucleus
CKM,Cytoplasm
BLTP3B,Cytoplasm
ENG,Cell membrane
PLPP1,Cell membrane
OR5T3,Cell membrane
UBXN7,Nucleus
FTCD,Cytoplasm
NUDT4,Cytoplasm
KCNJ18,Cell membrane
PPRC1,Nucleus
UBLCP1,Nucleus
SCARB1,Cell membrane
DSG1,Cell membrane
PPP1R7,Nucleus
MYOG,Nucleus
OR5L1,Cell membrane
DYSF,Cell membrane
CCDC18,Cytoplasm
SLC7A3,Cell membrane
SMG6,Nucleus
MYRIP,Cytoplasm
MSH6,Nucleus
CPNE1,Nucleus
ZRSR2,Nucleus
ISG20L2,Nucleus
WDR43,Nucleus
PMP2,Cytoplasm
UBE4A,Cytoplasm
FCHSD1,Cytoplasm
NCAPD3,Nucleus
TBCA,Cytoplasm
KIF2C,Cytoplasm
CD300A,Cell membrane
SLC20A1,Cell membrane
PPP1R12A,Cytoplasm
GNG10,Cell membrane
ABLIM1,Cytoplasm
ZNF273,Nucleus
INTS10,Nucleus
PPP1R12B,Cytoplasm
POLD4,Nucleus
FAM110B,Cytoplasm
TPX2,Nucleus
S100B,Cytoplasm
CD14,Cell membrane
DUSP21,Cytoplasm
STAG1,Nucleus
SEPTIN1,Cytoplasm
RAB8B,Cell membrane
PCDHA9,Cell membrane
UBE2Q1,Nucleus
SLC19A1,Cell membrane
PLEKHO1,Cell membrane
ZNF683,Nucleus
OR4F16,Cell membrane
SRP72,Cytoplasm
ADORA3,Cell membrane
VPS26A,Cytoplasm
OR10J1,Cell membrane
ELAPOR1,Cell membrane
ZNF770,Nucleus
PCDHGA8,Cell membrane
PTGER4,Cell membrane
TRPS1,Nucleus
ZNF517,Nucleus
TICRR,Nucleus
SERF1A,Cytoplasm
PTMA,Nucleus
PYGL,Cytoplasm
SOX9,Nucleus
NMNAT1,Nucleus
SNX17,Cytoplasm
NR2C2AP,Nucleus
EIF3H,Cytoplasm
SERPINB7,Cytoplasm
REST,Cytoplasm
RNF166,Cytoplasm
MIER1,Cytoplasm
ADORA2B,Cell membrane
PFKL,Cytoplasm
PCDHGB4,Cell membrane
TES,Cytoplasm
BEX4,Cytoplasm
ZNF738,Nucleus
ZNF778,Nucleus
NIPSNAP3A,Cytoplasm
FYTTD1,Nucleus
AMMECR1,Nucleus
BHLHA9,Nucleus
PTCHD1,Cell membrane
THRB,Nucleus
FOXO4,Cytoplasm
RAPSN,Cell membrane
ARHGAP24,Cytoplasm
RBM38,Cytoplasm
HPGDS,Cytoplasm
CRNKL1,Nucleus
TEX15,Cytoplasm
KRT2,Cytoplasm
ZNF513,Nucleus
ILF3,Nucleus
BSN,Cytoplasm
CA1,Cytoplasm
ESPL1,Cytoplasm
RPP38,Nucleus
HNRNPD,Nucleus
YOD1,Cytoplasm
YIPF3,Cell membrane
PRND,Cell membrane
RABL6,Nucleus
MTREX,Nucleus
RSBN1,Nucleus
PRSS21,Cell membrane
PROX1,Nucleus
PITHD1,Cytoplasm
NEXN,Cytoplasm
APCDD1,Cell membrane
PUM2,Cytoplasm
SAP30L,Nucleus
TP53I13,Cell membrane
NR4A3,Nucleus
PAIP1,Cytoplasm
PAK6,Cytoplasm
FSD1,Cytoplasm
FSCN2,Cytoplasm
DYRK3,Nucleus
CDK11A,Cytoplasm
OR4D1,Cell membrane
SMARCD2,Nucleus
PDLIM1,Cytoplasm
BEX5,Cytoplasm
SYT3,Cell membrane
NOL6,Nucleus
FABP1,Cytoplasm
RAB11A,Cell membrane
PCDH8,Cell membrane
UBE2E1,Nucleus
CAPZB,Cytoplasm
RPL35,Cytoplasm
ZZZ3,Nucleus
DMAP1,Nucleus
HIVEP1,Cytoplasm
OR52N2,Cell membrane
MVK,Cytoplasm
FAM114A1,Cytoplasm
CTTN,Cytoplasm
EVX2,Nucleus
MAP1B,Cytoplasm
CYTH3,Cytoplasm
AVPR1A,Cell membrane
CCT7,Cytoplasm
RBM6,Nucleus
OR52W1,Cell membrane
ZNF862,Nucleus
SKAP1,Cytoplasm
FSCN3,Cytoplasm
RIT1,Cell membrane
OTP,Nucleus
CASP1,Cytoplasm
GPRC6A,Cell membrane
USP6,Cell membrane
TMC1,Cell membrane
IFNL4,Cytoplasm
LYVE1,Cell membrane
PDXP,Cytoplasm
EZH1,Nucleus
S100A16,Nucleus
HSPA4L,Cytoplasm
PYROXD1,Nucleus
CD82,Cell membrane
FHOD1,Cytoplasm
RIMBP3,Cytoplasm
KHDRBS3,Nucleus
PHF6,Nucleus
MTF2,Nucleus
KRR1,Nucleus
OR4F21,Cell membrane
OR5AC2,Cell membrane
PTPRE,Cytoplasm
IBTK,Nucleus
TACC1,Cytoplasm
YRDC,Cytoplasm
PUS3,Nucleus
MEF2D,Nucleus
POLK,Nucleus
AKR1B1,Cytoplasm
HNRNPF,Nucleus
NEUROG1,Nucleus
ENKUR,Cytoplasm
SELENOW,Cytoplasm
COMMD1,Nucleus
MKKS,Cytoplasm
ZNF729,Nucleus
WDR33,Nucleus
CCT2,Cytoplasm
CFAP206,Cytoplasm
RIPOR1,Cytoplasm
CDHR3,Cell membrane
SLC6A5,Cell membrane
H2AC21,Nucleus
POLR2C,Nucleus
OR4A5,Cell membrane
VSX2,Nucleus
CIAO1,Cytoplasm
FPGS,Cytoplasm
MYO3B,Cytoplasm
QKI,Nucleus
HARS1,Cytoplasm
FBXO22,Cytoplasm
KLHL20,Cytoplasm
HNRNPM,Nucleus
CDT1,Nucleus
FAM170A,Nucleus
ING1,Nucleus
SUPT3H,Nucleus
LACC1,Cytoplasm
PHC3,Nucleus
TNFAIP8,Cytoplasm
SPTA1,Cytoplasm
FLOT1,Cell membrane
KDM4D,Nucleus
SLC6A8,Cell membrane
OR8U8,Cell membrane
RC3H1,Cytoplasm
KIF15,Cytoplasm
ABCB6,Cell membrane
EVX1,Nucleus
IRF5,Cytoplasm
PEX7,Cytoplasm
FBXL14,Cytoplasm
HOXD8,Nucleus
DIRAS2,Cell membrane
FRMPD1,Cytoplasm
PRDM10,Nucleus
ANXA11,Cytoplasm
SNRPF,Cytoplasm
TNIK,Nucleus
AQR,Nucleus
BLOC1S4,Cytoplasm
FHL1,Nucleus
BEND3,Nucleus
SLC3A1,Cell membrane
UBP1,Nucleus
IL2RG,Cell membrane
RGPD5,Cytoplasm
ATG5,Cytoplasm
PROKR2,Cell membrane
OR6K6,Cell membrane
THYN1,Nucleus
NUDT6,Cytoplasm
H2BC21,Nucleus
MSL3,Nucleus
HTR3D,Cell membrane
DGKD,Cell membrane
TMEM219,Cell membrane
DAZ1,Cytoplasm
BLTP1,Cell membrane
TSPAN5,Cell membrane
HAND2,Nucleus
PGM1,Cytoplasm
PCDHGA9,Cell membrane
KIZ,Cytoplasm
SART1,Nucleus
FABP6,Cytoplasm
ENPP6,Cell membrane
ETFBKMT,Cytoplasm
CUL3,Nucleus
SEZ6L2,Cell membrane
ZNF676,Nucleus
CDH19,Cell membrane
ANKLE1,Cytoplasm
ZFP57,Nucleus
TBC1D8B,Cytoplasm
POLE,Nucleus
PAK3,Cytoplasm
OR6V1,Cell membrane
SPRR1A,Cytoplasm
HSPA4,Cytoplasm
CR2,Cell membrane
CHMP3,Cytoplasm
RNH1,Cytoplasm
KCNC2,Cell membrane
FERMT2,Cytoplasm
OR52N4,Cell membrane
SGSM2,Cytoplasm
RAMP3,Cell membrane
CAMKK1,Cytoplasm
SYTL2,Cell membrane
SNRPC,Nucleus
HERC5,Cytoplasm
CCNO,Cytoplasm
DDX53,Nucleus
PUS10,Nucleus
CHTOP,Nucleus
ZNF497,Nucleus
OR7G2,Cell membrane
NUDT3,Cytoplasm
PARD3,Cytoplasm
PCDH11X,Cell membrane
PRKG1,Cytoplasm
TNFAIP8L1,Cytoplasm
OR6C75,Cell membrane
TXN,Nucleus
FANCD2,Nucleus
NXT1,Nucleus
SERPINB4,Cytoplasm
CRAMP1,Nucleus
ZNF408,Nucleus
MAP3K5,Cytoplasm
ZBTB14,Nucleus
PPFIA1,Cytoplasm
STK4,Cytoplasm
RCL1,Nucleus
FAM110A,Cytoplasm
STRIP1,Cytoplasm
HSPB2,Cytoplasm
ESRP1,Nucleus
GPT,Cytoplasm
UBE2QL1,Nucleus
OR10G8,Cell membrane
CCDC6,Cytoplasm
SLAIN2,Cytoplasm
OR52E1,Cell membrane
ZNF132,Nucleus
TGFBR1,Cell membrane
KDM4B,Nucleus
FEM1B,Cytoplasm
CYTH4,Cell membrane
APOBEC3D,Cytoplasm
NR2E3,Nucleus
RMDN1,Cytoplasm
YTHDF3,Cytoplasm
CEBPE,Nucleus
STH,Cytoplasm
NPAT,Nucleus
TRIM2,Cytoplasm
ROCK1,Cytoplasm
EPS8L1,Cytoplasm
AMIGO1,Cell membrane
MACROD1,Nucleus
NCAPH,Nucleus
OR4K17,Cell membrane
ASRGL1,Cytoplasm
DOCK5,Cytoplasm
PSMB7,Cytoplasm
SLC52A3,Cytoplasm
GSDMB,Cell membrane
TBRG1,Nucleus
ERF,Nucleus
DUSP23,Cytoplasm
PATZ1,Nucleus
CBX7,Nucleus
RLBP1,Cytoplasm
OR2J2,Cell membrane
CTDP1,Nucleus
COMMD9,Nucleus
ZNF81,Nucleus
ZNF543,Nucleus
MED11,Nucleus
ATF7,Cytoplasm
ZNF415,Nucleus
NCAM2,Cell membrane
TRIM39,Nucleus
ZNF600,Nucleus
MRGPRD,Cell membrane
NFIC,Nucleus
RFTN1,Cell membrane
FANK1,Nucleus
STARD9,Cytoplasm
TGIF2LX,Nucleus
HEYL,Nucleus
PCDHB7,Cell membrane
NCR3,Cell membrane
ODAD2,Cytoplasm
INO80,Cytoplasm
IL1A,Nucleus
ARF6,Cytoplasm
CETN3,Cytoplasm
OFD1,Cytoplasm
ESCO2,Nucleus
ZMAT5,Nucleus
NEFH,Cytoplasm
MSL1,Nucleus
ZNF713,Nucleus
TSHR,Cell membrane
DIAPH3,Cytoplasm
AKTIP,Cytoplasm
ETAA1,Nucleus
SHFL,Cytoplasm
ZRANB1,Cytoplasm
SYCP3,Nucleus
MAG,Cell membrane
DONSON,Nucleus
PRKD2,Cytoplasm
JAM2,Cell membrane
CAP1,Cell membrane
TRABD2B,Cell membrane
NCK1,Cytoplasm
EPB42,Cell membrane
OR4F15,Cell membrane
SULT4A1,Cytoplasm
ZNF397,Nucleus
CTNNA1,Cell membrane
TRIM17,Cytoplasm
SELENBP1,Nucleus
SEPTIN11,Cytoplasm
GFER,Cytoplasm
KLRK1,Cell membrane
MARCKS,Cytoplasm
ZNF410,Nucleus
OR4D2,Cell membrane
NR5A1,Nucleus
DHX16,Nucleus
CSRNP1,Nucleus
H4C7,Nucleus
GTPBP10,Nucleus
EDNRB,Cell membrane
HOXA3,Nucleus
SPSB4,Cytoplasm
RPL31,Cytoplasm
NUPR2,Nucleus
TRIM6,Cytoplasm
SLC36A2,Cell membrane
RBM17,Nucleus
PMM1,Cytoplasm
OR5K4,Cell membrane
TFAP4,Nucleus
LMOD3,Cytoplasm
ZFP64,Nucleus
SPRY3,Cytoplasm
NEXMIF,Nucleus
RGP1,Cytoplasm
OR1C1,Cell membrane
NUDT16,Nucleus
NFKBIZ,Nucleus
BCCIP,Cytoplasm
RALGAPA1,Cytoplasm
GPM6B,Cell membrane
PAFAH1B2,Cytoplasm
RBM12,Nucleus
TFCP2L1,Nucleus
DDX42,Nucleus
RAB4B,Cell membrane
TLX2,Nucleus
TSC1,Cytoplasm
TGFBRAP1,Cytoplasm
ABCG4,Cell membrane
PIK3CG,Cytoplasm
UNC93A,Cell membrane
DNAJC27,Nucleus
DESI2,Cytoplasm
DNPEP,Cytoplasm
RFX4,Nucleus
HDAC8,Nucleus
CLCN1,Cell membrane
UTP25,Nucleus
TJP3,Cell membrane
POLB,Nucleus
TEK,Cell membrane
FAIM,Cytoplasm
MTUS2,Cytoplasm
SCFD1,Cytoplasm
ADRM1,Cytoplasm
HES4,Nucleus
TMEM30B,Cell membrane
TRIM54,Cytoplasm
GJA4,Cell membrane
ZNF563,Nucleus
BCL6,Nucleus
SNAP23,Cell membrane
AGTR2,Cell membrane
NXN,Cytoplasm
PHF2,Nucleus
USP18,Nucleus
NKX6-2,Nucleus
CREB3L2,Nucleus
APP,Nucleus
SLC20A2,Cell membrane
RPL34,Cytoplasm
EYA3,Cytoplasm
AP2M1,Cell membrane
BMAL2,Nucleus
MAST1,Cell membrane
CCDC125,Cytoplasm
MYH9,Cytoplasm
DUSP22,Cytoplasm
CHRM1,Cell membrane
HAS2,Cell membrane
TAF2,Nucleus
LRIG2,Cell membrane
POLDIP3,Nucleus
RNF115,Cytoplasm
OMG,Cell membrane
UFD1,Nucleus
FOSL1,Nucleus
KAZN,Cytoplasm
EPS8L2,Cytoplasm
ZNF551,Nucleus
MRGPRX2,Cell membrane
FRMD6,Cytoplasm
ATG13,Cytoplasm
PODN,Cytoplasm
EEFSEC,Cytoplasm
SOX3,Nucleus
ZNF114,Nucleus
DNAAF5,Cytoplasm
SLC5A5,Cell membrane
IGSF9,Cell membrane
CD300LB,Cell membrane
NAPRT,Cytoplasm
FFAR1,Cell membrane
S1PR3,Cell membrane
PRMT6,Nucleus
NKX2-1,Nucleus
GEM,Cell membrane
OR2D2,Cell membrane
HYCC2,Cytoplasm
IFT88,Cytoplasm
C1orf116,Cytoplasm
DCLK2,Cytoplasm
PBRM1,Nucleus
IRF3,Cytoplasm
ATXN7L3B,Cytoplasm
LRRCC1,Cytoplasm
MAU2,Nucleus
OR5C1,Cell membrane
SPATA2,Cytoplasm
AQP4,Cell membrane
PLAG1,Nucleus
DEDD,Cytoplasm
OR8H1,Cell membrane
GPR45,Cell membrane
SH3GLB1,Cytoplasm
PHF20L1,Nucleus
WDR77,Nucleus
LEF1,Nucleus
LMBR1L,Cell membrane
DDX39A,Nucleus
FMN2,Cytoplasm
CSNK2A2,Nucleus
FCGR1A,Cell membrane
H1-5,Nucleus
IFT43,Cytoplasm
EXOC7,Cytoplasm
KMT2B,Nucleus
CNOT2,Cytoplasm
MYD88,Cytoplasm
SLC2A1,Cell membrane
USH1G,Cytoplasm
GNB2,Cytoplasm
DIRAS1,Cell membrane
AGO2,Cytoplasm
KNTC1,Cytoplasm
ZFR,Nucleus
GNG2,Cell membrane
TBP,Nucleus
IL16,Cytoplasm
BMX,Cytoplasm
GPR68,Cell membrane
ESYT2,Cell membrane
GTF2H4,Nucleus
CD19,Cell membrane
ZNF717,Nucleus
ZGLP1,Nucleus
MAPK12,Cytoplasm
ZNF654,Nucleus
BRI3,Cytoplasm
ZNF211,Nucleus
LMO2,Nucleus
ADGRF5,Cell membrane
DPP8,Cytoplasm
PCDHA5,Cell membrane
TUT1,Nucleus
PALB2,Nucleus
DCUN1D5,Nucleus
USO1,Cytoplasm
RNF2,Nucleus
STAU2,Cytoplasm
H2BC12,Nucleus
CNTN3,Cell membrane
ZNF613,Nucleus
RIPK4,Cytoplasm
RPL30,Cytoplasm
UBL3,Cell membrane
CYGB,Cytoplasm
APLF,Nucleus
BLK,Cell membrane
SMCP,Cytoplasm
H2AC7,Nucleus
SLC30A2,Cell membrane
AGER,Cell membrane
BAG4,Cytoplasm
SPRR2B,Cytoplasm
TACC3,Cytoplasm
GCH1,Cytoplasm
MLLT3,Nucleus
ZNF708,Nucleus
HIPK2,Nucleus
NEUROD2,Nucleus
TRIM45,Cytoplasm
MOCS2,Cytoplasm
CCDC89,Cytoplasm
IVL,Cytoplasm
NRIP2,Nucleus
GPRC5B,Cell membrane
GPR55,Cell membrane
DNAJB1,Cytoplasm
POLR2K,Nucleus
PCDHGB2,Cell membrane
PEG3,Nucleus
CCDC8,Cytoplasm
SOX15,Nucleus
NCOA1,Nucleus
RBM19,Nucleus
SGF29,Nucleus
ZNF398,Nucleus
FABP3,Cytoplasm
UNC119,Cytoplasm
DNMBP,Cytoplasm
GRIN2D,Cell membrane
SNRK,Nucleus
TIGD6,Nucleus
PYHIN1,Nucleus
RAP1GDS1,Cytoplasm
NAA80,Cytoplasm
KRT7,Cytoplasm
STXBP4,Cytoplasm
UTP3,Nucleus
PAX1,Nucleus
PCDHB8,Cell membrane
ACOT12,Cytoplasm
HIKESHI,Cytoplasm
KLF14,Nucleus
ZNF189,Nucleus
ACTR6,Cytoplasm
DDTL,Cytoplasm
SNW1,Nucleus
DISC1,Cytoplasm
STPG4,Cytoplasm
STX1B,Nucleus
TUBAL3,Cytoplasm
RGS1,Cell membrane
UBL4B,Cytoplasm
RBPJ,Nucleus
ASCC1,Nucleus
OR1M1,Cell membrane
RBPMS2,Cytoplasm
APAF1,Cytoplasm
LAMP2,Cell membrane
TRAK1,Cytoplasm
PTP4A3,Cell membrane
MRAP,Cell membrane
CKAP2,Cytoplasm
PRKCD,Cytoplasm
ADH1C,Cytoplasm
NUBP1,Cytoplasm
WARS1,Cytoplasm
PDX1,Nucleus
BBOX1,Cytoplasm
CEP170B,Cytoplasm
MPST,Cytoplasm
MCM3,Nucleus
GTF3C6,Nucleus
BCL2A1,Cytoplasm
NOTCH3,Nucleus
RUSC2,Cytoplasm
YEATS2,Nucleus
SPRR1B,Cytoplasm
CACNA1H,Cell membrane
TMEM127,Cell membrane
ZSCAN16,Nucleus
MYOM2,Cytoplasm
GSTP1,Cytoplasm
OR52L1,Cell membrane
SP3,Nucleus
TFEC,Nucleus
CBX8,Nucleus
CDKL1,Cytoplasm
ZC3H12D,Cytoplasm
SPAST,Cytoplasm
CCDC88C,Cytoplasm
MILR1,Cell membrane
PRDM14,Nucleus
INTS11,Nucleus
TMA16,Nucleus
RAB19,Cell membrane
PA2G4,Cytoplasm
POLR1G,Nucleus
AANAT,Cytoplasm
OR4N4,Cell membrane
ACTN2,Cytoplasm
ELL,Nucleus
XPNPEP3,Cytoplasm
GINS3,Nucleus
UBE2V1,Nucleus
NECAB1,Cytoplasm
BLVRB,Cytoplasm
H2BC15,Nucleus
ZBED4,Nucleus
STK16,Cytoplasm
NOS1,Cell membrane
RPLP0,Nucleus
PUS1,Nucleus
GPC3,Cell membrane
TBX21,Nucleus
ALPK1,Cytoplasm
GPR3,Cell membrane
TREML1,Cell membrane
URI1,Nucleus
PARP3,Nucleus
ENO2,Cytoplasm
FBXO40,Cytoplasm
HNF1A,Nucleus
ABRAXAS2,Cytoplasm
S100A7A,Cytoplasm
P2RX2,Cell membrane
LRIG1,Cell membrane
NRIP1,Nucleus
UBXN2B,Nucleus
GPBAR1,Cell membrane
NFE2,Nucleus
AKAP11,Cytoplasm
PLXNB2,Cell membrane
RPL19,Cytoplasm
SLC16A7,Cell membrane
F8A3,Cytoplasm
ZNF777,Nucleus
TEX19,Cytoplasm
KNL1,Nucleus
MED24,Nucleus
POU2F1,Nucleus
GAPDHS,Cytoplasm
POLR2F,Nucleus
ARID3C,Nucleus
CD58,Cell membrane
PHOX2A,Nucleus
STAT6,Cytoplasm
CNNM1,Cell membrane
CCNT1,Nucleus
PDCD11,Nucleus
ERCC1,Nucleus
CAPN1,Cytoplasm
CTNNBIP1,Cytoplasm
IP6K1,Cytoplasm
ITGA6,Cell membrane
TSPAN14,Cell membrane
OPN1MW2,Cell membrane
MPRIP,Cytoplasm
SKA1,Cytoplasm
TPGS1,Cytoplasm
PKP3,Nucleus
RAPGEF4,Cytoplasm
ADAP2,Cytoplasm
GPR156,Cell membrane
GNG14,Cell membrane
RPL3,Nucleus
FOXQ1,Nucleus
BRSK2,Cytoplasm
NCF2,Cytoplasm
SCX,Nucleus
OR51V1,Cell membrane
TMPRSS12,Cell membrane
URM1,Cytoplasm
DDX4,Cytoplasm
STK33,Cytoplasm
VRK3,Nucleus
BPTF,Cytoplasm
MAGOHB,Nucleus
SRA1,Nucleus
OR2V1,Cell membrane
LRRC45,Cytoplasm
VIM,Cytoplasm
CCKAR,Cell membrane
OTUD3,Cytoplasm
RGS14,Nucleus
TET1,Nucleus
CREB3,Nucleus
EPHB1,Cell membrane
FBXW11,Cytoplasm
ACTRT3,Cytoplasm
EP400,Nucleus
ZNF182,Nucleus
GSTM3,Cytoplasm
GPRASP3,Cytoplasm
ANKS1A,Cytoplasm
MCM7,Nucleus
TFPT,Nucleus
SLC52A1,Cell membrane
MAP2K6,Nucleus
GNG11,Cell membrane
TECTB,Cell membrane
DCK,Nucleus
RHOV,Cell membrane
SSTR3,Cell membrane
CSNK2B,Nucleus
RIPPLY1,Nucleus
ERBB2,Cytoplasm
CNGA1,Cell membrane
EP300,Cytoplasm
ODF2L,Cytoplasm
POLE3,Nucleus
RNF187,Cytoplasm
SENP3,Nucleus
LSR,Cell membrane
HOOK2,Cytoplasm
ZNF585A,Nucleus
GPR158,Cell membrane
RPS18,Cytoplasm
MCRIP2,Cytoplasm
STXBP6,Cytoplasm
ZNF579,Nucleus
RALGDS,Cytoplasm
NUAK1,Nucleus
CD1A,Cell membrane
PPID,Cytoplasm
RASEF,Cytoplasm
GRIA2,Cell membrane
TRA2A,Nucleus
GJA8,Cell membrane
CHD2,Nucleus
DGKZ,Nucleus
ZNF860,Nucleus
GLTP,Cytoplasm
DLX3,Nucleus
FASN,Cytoplasm
GPR18,Cell membrane
SEMA4D,Cell membrane
CDK5RAP3,Nucleus
TRIOBP,Nucleus
FOXM1,Nucleus
DGKQ,Cytoplasm
NKAPL,Nucleus
ZFY,Nucleus
NLRP2B,Cytoplasm
USP17L15,Nucleus
MEX3D,Cytoplasm
ZNF311,Nucleus
TRIP6,Cytoplasm
ZXDA,Nucleus
USP1,Nucleus
ZNF33B,Nucleus
PARP2,Nucleus
KDM5D,Nucleus
